labelset,cell_label,cell_fullname,n_cells,source,source_label,cell_count,partitioned,source_label_total,purity,coverage
L4,Gonadal_preGranulosa-OSEderived_late,"Second wave fetal pre-granulosa, late differentiated state",50633,celltype_GarciaAlonso2022,Epithelial,14,29778,9596,0.0005,0.0015
L4,Gonadal_preGranulosa-OSEderived_late,"Second wave fetal pre-granulosa, late differentiated state",50633,celltype_GarciaAlonso2022,early_supporting,6,29778,4387,0.0002,0.0014
L4,Gonadal_preGranulosa-OSEderived_late,"Second wave fetal pre-granulosa, late differentiated state",50633,celltype_GarciaAlonso2022,granulosa,4,29778,71,0.0001,0.0563
L4,Gonadal_preGranulosa-OSEderived_late,"Second wave fetal pre-granulosa, late differentiated state",50633,celltype_GarciaAlonso2022,Gi,3,29778,2853,0.0001,0.0011
L4,Gonadal_preGranulosa-OSEderived_late,"Second wave fetal pre-granulosa, late differentiated state",50633,celltype_GarciaAlonso2022,PV,3,29778,9621,0.0001,0.0003
L4,Gonadal_preGranulosa-OSEderived_late,"Second wave fetal pre-granulosa, late differentiated state",50633,celltype_GarciaAlonso2022,CoelEpi_LHX9,2,29778,4334,0.0001,0.0005
L4,Gonadal_preGranulosa-OSEderived_late,"Second wave fetal pre-granulosa, late differentiated state",50633,celltype_GarciaAlonso2022,GermCells,2,29778,6937,0.0001,0.0003
L4,Gonadal_preGranulosa-OSEderived_late,"Second wave fetal pre-granulosa, late differentiated state",50633,celltype_GarciaAlonso2022,SMCs,2,29778,2910,0.0001,0.0007
L4,Gonadal_preGranulosa-OSEderived_late,"Second wave fetal pre-granulosa, late differentiated state",50633,celltype_Lardenois2026,Pre_granulosa,13074,13183,22112,0.9917,0.5913
L4,Gonadal_preGranulosa-OSEderived_late,"Second wave fetal pre-granulosa, late differentiated state",50633,celltype_Lardenois2026,Low_QC,40,13183,87,0.003,0.4598
L4,Gonadal_preGranulosa-OSEderived_late,"Second wave fetal pre-granulosa, late differentiated state",50633,celltype_Lardenois2026,Undifferentiated_supporting,29,13183,8626,0.0022,0.0034
L4,Gonadal_preGranulosa-OSEderived_late,"Second wave fetal pre-granulosa, late differentiated state",50633,celltype_Lardenois2026,Ovarian_SE,21,13183,7280,0.0016,0.0029
L4,Gonadal_preGranulosa-OSEderived_late,"Second wave fetal pre-granulosa, late differentiated state",50633,celltype_Lardenois2026,Somatic_progenitors,17,13183,3490,0.0013,0.0049
L4,Gonadal_preGranulosa-OSEderived_late,"Second wave fetal pre-granulosa, late differentiated state",50633,celltype_Lardenois2026,Germ,2,13183,5066,0.0002,0.0004
L4,Gonadal_preGranulosa-OSEderived_late,"Second wave fetal pre-granulosa, late differentiated state",50633,celltype_Lorenzi2025,Uterus/Cervix Epi,7,22,7381,0.3182,0.0009
L4,Gonadal_preGranulosa-OSEderived_late,"Second wave fetal pre-granulosa, late differentiated state",50633,celltype_Lorenzi2025,Preputial Lamina Epi,4,22,2666,0.1818,0.0015
L4,Gonadal_preGranulosa-OSEderived_late,"Second wave fetal pre-granulosa, late differentiated state",50633,celltype_Lorenzi2025,Lower Vagina Epi,3,22,6543,0.1364,0.0005
L4,Gonadal_preGranulosa-OSEderived_late,"Second wave fetal pre-granulosa, late differentiated state",50633,celltype_Lorenzi2025,Fallopian Epi,2,22,7650,0.0909,0.0003
L4,Gonadal_preGranulosa-OSEderived_late,"Second wave fetal pre-granulosa, late differentiated state",50633,celltype_Lorenzi2025,Müllerian Epi,2,22,2490,0.0909,0.0008
L4,Gonadal_preGranulosa-OSEderived_late,"Second wave fetal pre-granulosa, late differentiated state",50633,celltype_Lorenzi2025,Fallopian Lig,1,22,17659,0.0455,0.0001
L4,Gonadal_preGranulosa-OSEderived_late,"Second wave fetal pre-granulosa, late differentiated state",50633,celltype_Lorenzi2025,Upper Urogenital Sinus Mese,1,22,2667,0.0455,0.0004
L4,Gonadal_preGranulosa-OSEderived_late,"Second wave fetal pre-granulosa, late differentiated state",50633,celltype_Lorenzi2025,Wolffian/Mesonephros Lig,1,22,614,0.0455,0.0016
L4,Gonadal_preGranulosa-OSEderived_late,"Second wave fetal pre-granulosa, late differentiated state",50633,celltype_Lorenzi2025,Wolffian/Mesonephros Mese,1,22,18850,0.0455,0.0001
L4,Gonadal_preGranulosa-OSEderived_late,"Second wave fetal pre-granulosa, late differentiated state",50633,celltype_OvarySanger2026,preGranulosa_II_Fetal,14378,15322,18524,0.9384,0.7762
L4,Gonadal_preGranulosa-OSEderived_late,"Second wave fetal pre-granulosa, late differentiated state",50633,celltype_OvarySanger2026,preGranulosa_I_Fetal,649,15322,5506,0.0424,0.1179
L4,Gonadal_preGranulosa-OSEderived_late,"Second wave fetal pre-granulosa, late differentiated state",50633,celltype_OvarySanger2026,OSE_cycling,105,15322,581,0.0069,0.1807
L4,Gonadal_preGranulosa-OSEderived_late,"Second wave fetal pre-granulosa, late differentiated state",50633,celltype_OvarySanger2026,Granulosa_AMH_atr,51,15322,2721,0.0033,0.0187
L4,Gonadal_preGranulosa-OSEderived_late,"Second wave fetal pre-granulosa, late differentiated state",50633,celltype_OvarySanger2026,Stroma_Fetal,47,15322,15369,0.0031,0.0031
L4,Gonadal_preGranulosa-OSEderived_late,"Second wave fetal pre-granulosa, late differentiated state",50633,celltype_OvarySanger2026,OSE_Fetal,44,15322,4369,0.0029,0.0101
L4,Gonadal_preGranulosa-OSEderived_late,"Second wave fetal pre-granulosa, late differentiated state",50633,celltype_OvarySanger2026,Granulosa_sq_atr,14,15322,2839,0.0009,0.0049
L4,Gonadal_preGranulosa-OSEderived_late,"Second wave fetal pre-granulosa, late differentiated state",50633,celltype_OvarySanger2026,Granulosa_sq,12,15322,5793,0.0008,0.0021
L4,Gonadal_preGranulosa-OSEderived_late,"Second wave fetal pre-granulosa, late differentiated state",50633,celltype_OvarySanger2026,Granulosa_AMH_antral_HedgLow,4,15322,3271,0.0003,0.0012
L4,Gonadal_preGranulosa-OSEderived_late,"Second wave fetal pre-granulosa, late differentiated state",50633,celltype_OvarySanger2026,Granulosa_AMH_cycling,4,15322,5506,0.0003,0.0007
L4,Gonadal_preGranulosa-OSEderived_late,"Second wave fetal pre-granulosa, late differentiated state",50633,celltype_OvarySanger2026,Epithelial,3,15322,5470,0.0002,0.0005
L4,Gonadal_preGranulosa-OSEderived_late,"Second wave fetal pre-granulosa, late differentiated state",50633,celltype_OvarySanger2026,Fallopian_lig_Fetal,3,15322,3990,0.0002,0.0008
L4,Gonadal_preGranulosa-OSEderived_late,"Second wave fetal pre-granulosa, late differentiated state",50633,celltype_OvarySanger2026,Fallopian_mesen_Fetal,2,15322,7774,0.0001,0.0003
L4,Gonadal_preGranulosa-OSEderived_late,"Second wave fetal pre-granulosa, late differentiated state",50633,celltype_OvarySanger2026,Epoophon_mesen_Fetal,1,15322,4579,0.0001,0.0002
L4,Gonadal_preGranulosa-OSEderived_late,"Second wave fetal pre-granulosa, late differentiated state",50633,celltype_OvarySanger2026,Granulosa_AMH_antral,1,15322,8762,0.0001,0.0001
L4,Gonadal_preGranulosa-OSEderived_late,"Second wave fetal pre-granulosa, late differentiated state",50633,celltype_OvarySanger2026,Granulosa_AMH_ml,1,15322,955,0.0001,0.001
L4,Gonadal_preGranulosa-OSEderived_late,"Second wave fetal pre-granulosa, late differentiated state",50633,celltype_OvarySanger2026,PV_Fibroblast,1,15322,1060,0.0001,0.0009
L4,Gonadal_preGranulosa-OSEderived_late,"Second wave fetal pre-granulosa, late differentiated state",50633,celltype_OvarySanger2026,PV_SMC_Arterial,1,15322,31802,0.0001,0.0
L4,Gonadal_preGranulosa-OSEderived_late,"Second wave fetal pre-granulosa, late differentiated state",50633,celltype_OvarySanger2026,Stroma_InnCor,1,15322,75307,0.0001,0.0
L4,Granulosa_AMHneg_Atretic,Granulosa of primordial follicle atretic,2960,celltype_OvarySanger2026,Granulosa_sq_atr,1982,2175,2839,0.9113,0.6981
L4,Granulosa_AMHneg_Atretic,Granulosa of primordial follicle atretic,2960,celltype_OvarySanger2026,Granulosa_sq,134,2175,5793,0.0616,0.0231
L4,Granulosa_AMHneg_Atretic,Granulosa of primordial follicle atretic,2960,celltype_OvarySanger2026,Granulosa_sq_transitioning,48,2175,668,0.0221,0.0719
L4,Granulosa_AMHneg_Atretic,Granulosa of primordial follicle atretic,2960,celltype_OvarySanger2026,Granulosa_AMH_atr,6,2175,2721,0.0028,0.0022
L4,Granulosa_AMHneg_Atretic,Granulosa of primordial follicle atretic,2960,celltype_OvarySanger2026,Granulosa_AMH_antral_HedgLow,2,2175,3271,0.0009,0.0006
L4,Granulosa_AMHneg_Atretic,Granulosa of primordial follicle atretic,2960,celltype_OvarySanger2026,Endo_Cap,1,2175,7359,0.0005,0.0001
L4,Granulosa_AMHneg_Atretic,Granulosa of primordial follicle atretic,2960,celltype_OvarySanger2026,Granulosa_AMH_antral,1,2175,8762,0.0005,0.0001
L4,Granulosa_AMHneg_Atretic,Granulosa of primordial follicle atretic,2960,celltype_OvarySanger2026,Granulosa_AMH_ml,1,2175,955,0.0005,0.001
L4,Granulosa_AMHneg_Squamous,Granulosa of primordial follicle quiescent,5644,celltype_OvarySanger2026,Granulosa_sq,5337,5519,5793,0.967,0.9213
L4,Granulosa_AMHneg_Squamous,Granulosa of primordial follicle quiescent,5644,celltype_OvarySanger2026,Granulosa_sq_atr,102,5519,2839,0.0185,0.0359
L4,Granulosa_AMHneg_Squamous,Granulosa of primordial follicle quiescent,5644,celltype_OvarySanger2026,Granulosa_sq_transitioning,69,5519,668,0.0125,0.1033
L4,Granulosa_AMHneg_Squamous,Granulosa of primordial follicle quiescent,5644,celltype_OvarySanger2026,Granulosa_AMH_early,6,5519,813,0.0011,0.0074
L4,Granulosa_AMHneg_Squamous,Granulosa of primordial follicle quiescent,5644,celltype_OvarySanger2026,Granulosa_AMH_atr,1,5519,2721,0.0002,0.0004
L4,Granulosa_AMHneg_Squamous,Granulosa of primordial follicle quiescent,5644,celltype_OvarySanger2026,Granulosa_AMH_cycling,1,5519,5506,0.0002,0.0002
L4,Granulosa_AMHneg_Squamous,Granulosa of primordial follicle quiescent,5644,celltype_OvarySanger2026,Granulosa_AMH_ml,1,5519,955,0.0002,0.001
L4,Granulosa_AMHneg_Squamous,Granulosa of primordial follicle quiescent,5644,celltype_OvarySanger2026,Neural_Glia_Adult,1,5519,650,0.0002,0.0015
L4,Granulosa_AMHneg_Squamous,Granulosa of primordial follicle quiescent,5644,celltype_OvarySanger2026,PV_Fibroblast,1,5519,1060,0.0002,0.0009
L4,Granulosa_AMHpos_Atretic,Granulosa AMH+ atretic,5440,celltype_OvarySanger2026,Granulosa_AMH_atr,1434,1916,2721,0.7484,0.527
L4,Granulosa_AMHpos_Atretic,Granulosa AMH+ atretic,5440,celltype_OvarySanger2026,Granulosa_sq_atr,421,1916,2839,0.2197,0.1483
L4,Granulosa_AMHpos_Atretic,Granulosa AMH+ atretic,5440,celltype_OvarySanger2026,Granulosa_AMH_cycling,15,1916,5506,0.0078,0.0027
L4,Granulosa_AMHpos_Atretic,Granulosa AMH+ atretic,5440,celltype_OvarySanger2026,Granulosa_AMH_antral,14,1916,8762,0.0073,0.0016
L4,Granulosa_AMHpos_Atretic,Granulosa AMH+ atretic,5440,celltype_OvarySanger2026,Granulosa_AMH_antral_HedgLow,10,1916,3271,0.0052,0.0031
L4,Granulosa_AMHpos_Atretic,Granulosa AMH+ atretic,5440,celltype_OvarySanger2026,Granulosa_AMH_early,10,1916,813,0.0052,0.0123
L4,Granulosa_AMHpos_Atretic,Granulosa AMH+ atretic,5440,celltype_OvarySanger2026,Granulosa_AMH_ml,5,1916,955,0.0026,0.0052
L4,Granulosa_AMHpos_Atretic,Granulosa AMH+ atretic,5440,celltype_OvarySanger2026,Granulosa_AMH_cumulus,3,1916,566,0.0016,0.0053
L4,Granulosa_AMHpos_Atretic,Granulosa AMH+ atretic,5440,celltype_OvarySanger2026,Endo_Lymph,1,1916,601,0.0005,0.0017
L4,Granulosa_AMHpos_Atretic,Granulosa AMH+ atretic,5440,celltype_OvarySanger2026,Granulosa_sq,1,1916,5793,0.0005,0.0002
L4,Granulosa_AMHpos_Atretic,Granulosa AMH+ atretic,5440,celltype_OvarySanger2026,Granulosa_sq_transitioning,1,1916,668,0.0005,0.0015
L4,Granulosa_AMHpos_Atretic,Granulosa AMH+ atretic,5440,celltype_OvarySanger2026,Stroma_Medulla,1,1916,9919,0.0005,0.0001
L4,Granulosa_AMHpos_Cyc,Granulosa AMH+ cycling,8927,celltype_OvarySanger2026,Granulosa_AMH_cycling,4501,6882,5506,0.654,0.8175
L4,Granulosa_AMHpos_Cyc,Granulosa AMH+ cycling,8927,celltype_OvarySanger2026,Granulosa_AMH_antral,1517,6882,8762,0.2204,0.1731
L4,Granulosa_AMHpos_Cyc,Granulosa AMH+ cycling,8927,celltype_OvarySanger2026,Granulosa_AMH_atr,382,6882,2721,0.0555,0.1404
L4,Granulosa_AMHpos_Cyc,Granulosa AMH+ cycling,8927,celltype_OvarySanger2026,Granulosa_AMH_antral_HedgLow,307,6882,3271,0.0446,0.0939
L4,Granulosa_AMHpos_Cyc,Granulosa AMH+ cycling,8927,celltype_OvarySanger2026,Granulosa_AMH_ml,72,6882,955,0.0105,0.0754
L4,Granulosa_AMHpos_Cyc,Granulosa AMH+ cycling,8927,celltype_OvarySanger2026,Granulosa_AMH_cumulus,65,6882,566,0.0094,0.1148
L4,Granulosa_AMHpos_Cyc,Granulosa AMH+ cycling,8927,celltype_OvarySanger2026,Granulosa_sq_atr,30,6882,2839,0.0044,0.0106
L4,Granulosa_AMHpos_Cyc,Granulosa AMH+ cycling,8927,celltype_OvarySanger2026,Granulosa_sq,6,6882,5793,0.0009,0.001
L4,Granulosa_AMHpos_Cyc,Granulosa AMH+ cycling,8927,celltype_OvarySanger2026,Granulosa_AMH_early,1,6882,813,0.0001,0.0012
L4,Granulosa_AMHpos_Cyc,Granulosa AMH+ cycling,8927,celltype_OvarySanger2026,PV_Fibroblast,1,6882,1060,0.0001,0.0009
L4,Granulosa_AMHpos_Steroidogenic,steroidogenic Granulosa AMH+,15814,celltype_OvarySanger2026,Granulosa_AMH_antral,7227,13398,8762,0.5394,0.8248
L4,Granulosa_AMHpos_Steroidogenic,steroidogenic Granulosa AMH+,15814,celltype_OvarySanger2026,Granulosa_AMH_antral_HedgLow,2940,13398,3271,0.2194,0.8988
L4,Granulosa_AMHpos_Steroidogenic,steroidogenic Granulosa AMH+,15814,celltype_OvarySanger2026,Granulosa_AMH_cycling,976,13398,5506,0.0728,0.1773
L4,Granulosa_AMHpos_Steroidogenic,steroidogenic Granulosa AMH+,15814,celltype_OvarySanger2026,Granulosa_AMH_atr,817,13398,2721,0.061,0.3003
L4,Granulosa_AMHpos_Steroidogenic,steroidogenic Granulosa AMH+,15814,celltype_OvarySanger2026,Granulosa_AMH_ml,799,13398,955,0.0596,0.8366
L4,Granulosa_AMHpos_Steroidogenic,steroidogenic Granulosa AMH+,15814,celltype_OvarySanger2026,Granulosa_AMH_cumulus,491,13398,566,0.0366,0.8675
L4,Granulosa_AMHpos_Steroidogenic,steroidogenic Granulosa AMH+,15814,celltype_OvarySanger2026,Granulosa_sq_atr,103,13398,2839,0.0077,0.0363
L4,Granulosa_AMHpos_Steroidogenic,steroidogenic Granulosa AMH+,15814,celltype_OvarySanger2026,Granulosa_AMH_early,31,13398,813,0.0023,0.0381
L4,Granulosa_AMHpos_Steroidogenic,steroidogenic Granulosa AMH+,15814,celltype_OvarySanger2026,Granulosa_sq,6,13398,5793,0.0004,0.001
L4,Granulosa_AMHpos_Steroidogenic,steroidogenic Granulosa AMH+,15814,celltype_OvarySanger2026,Granulosa_sq_transitioning,5,13398,668,0.0004,0.0075
L4,Granulosa_AMHpos_Steroidogenic,steroidogenic Granulosa AMH+,15814,celltype_OvarySanger2026,OSE_cycling,2,13398,581,0.0001,0.0034
L4,Granulosa_AMHpos_Steroidogenic,steroidogenic Granulosa AMH+,15814,celltype_OvarySanger2026,Stroma_InnCor,1,13398,75307,0.0001,0.0
L4,Granulosa_AMHpos_nonSteroidogenic,non-steroidogenic Granulosa AMH+,694,celltype_OvarySanger2026,Granulosa_AMH_early,498,645,813,0.7721,0.6125
L4,Granulosa_AMHpos_nonSteroidogenic,non-steroidogenic Granulosa AMH+,694,celltype_OvarySanger2026,Granulosa_AMH_ml,71,645,955,0.1101,0.0743
L4,Granulosa_AMHpos_nonSteroidogenic,non-steroidogenic Granulosa AMH+,694,celltype_OvarySanger2026,Granulosa_sq,28,645,5793,0.0434,0.0048
L4,Granulosa_AMHpos_nonSteroidogenic,non-steroidogenic Granulosa AMH+,694,celltype_OvarySanger2026,Granulosa_sq_atr,26,645,2839,0.0403,0.0092
L4,Granulosa_AMHpos_nonSteroidogenic,non-steroidogenic Granulosa AMH+,694,celltype_OvarySanger2026,Granulosa_sq_transitioning,16,645,668,0.0248,0.024
L4,Granulosa_AMHpos_nonSteroidogenic,non-steroidogenic Granulosa AMH+,694,celltype_OvarySanger2026,Granulosa_AMH_atr,3,645,2721,0.0047,0.0011
L4,Granulosa_AMHpos_nonSteroidogenic,non-steroidogenic Granulosa AMH+,694,celltype_OvarySanger2026,Granulosa_AMH_cycling,2,645,5506,0.0031,0.0004
L4,Granulosa_AMHpos_nonSteroidogenic,non-steroidogenic Granulosa AMH+,694,celltype_OvarySanger2026,Granulosa_AMH_antral,1,645,8762,0.0016,0.0001
L4,Granulosa_AMHpos_nonSteroidogenic_early,"early non-steroidogenic Granulosa AMH+, from primary follicles",1267,celltype_OvarySanger2026,Granulosa_sq_transitioning,529,1177,668,0.4494,0.7919
L4,Granulosa_AMHpos_nonSteroidogenic_early,"early non-steroidogenic Granulosa AMH+, from primary follicles",1267,celltype_OvarySanger2026,Granulosa_AMH_early,264,1177,813,0.2243,0.3247
L4,Granulosa_AMHpos_nonSteroidogenic_early,"early non-steroidogenic Granulosa AMH+, from primary follicles",1267,celltype_OvarySanger2026,Granulosa_sq,240,1177,5793,0.2039,0.0414
L4,Granulosa_AMHpos_nonSteroidogenic_early,"early non-steroidogenic Granulosa AMH+, from primary follicles",1267,celltype_OvarySanger2026,Granulosa_sq_atr,128,1177,2839,0.1088,0.0451
L4,Granulosa_AMHpos_nonSteroidogenic_early,"early non-steroidogenic Granulosa AMH+, from primary follicles",1267,celltype_OvarySanger2026,Granulosa_AMH_cumulus,7,1177,566,0.0059,0.0124
L4,Granulosa_AMHpos_nonSteroidogenic_early,"early non-steroidogenic Granulosa AMH+, from primary follicles",1267,celltype_OvarySanger2026,Granulosa_AMH_atr,4,1177,2721,0.0034,0.0015
L4,Granulosa_AMHpos_nonSteroidogenic_early,"early non-steroidogenic Granulosa AMH+, from primary follicles",1267,celltype_OvarySanger2026,Granulosa_AMH_ml,3,1177,955,0.0025,0.0031
L4,Granulosa_AMHpos_nonSteroidogenic_early,"early non-steroidogenic Granulosa AMH+, from primary follicles",1267,celltype_OvarySanger2026,Granulosa_AMH_cycling,2,1177,5506,0.0017,0.0004
L4,Granulosa_sq_Fetal,"Granulosa of primordial follicle quiescent, fetal",3928,celltype_GarciaAlonso2022,preGC_IIb,3390,3548,23159,0.9555,0.1464
L4,Granulosa_sq_Fetal,"Granulosa of primordial follicle quiescent, fetal",3928,celltype_GarciaAlonso2022,granulosa,55,3548,71,0.0155,0.7746
L4,Granulosa_sq_Fetal,"Granulosa of primordial follicle quiescent, fetal",3928,celltype_GarciaAlonso2022,preGC_IIa,53,3548,12096,0.0149,0.0044
L4,Granulosa_sq_Fetal,"Granulosa of primordial follicle quiescent, fetal",3928,celltype_GarciaAlonso2022,preGC_I,36,3548,15678,0.0101,0.0023
L4,Granulosa_sq_Fetal,"Granulosa of primordial follicle quiescent, fetal",3928,celltype_GarciaAlonso2022,Oi,8,3548,23391,0.0023,0.0003
L4,Granulosa_sq_Fetal,"Granulosa of primordial follicle quiescent, fetal",3928,celltype_GarciaAlonso2022,SMCs,2,3548,2910,0.0006,0.0007
L4,Granulosa_sq_Fetal,"Granulosa of primordial follicle quiescent, fetal",3928,celltype_GarciaAlonso2022,GermCells,1,3548,6937,0.0003,0.0001
L4,Granulosa_sq_Fetal,"Granulosa of primordial follicle quiescent, fetal",3928,celltype_GarciaAlonso2022,Immune,1,3548,1802,0.0003,0.0006
L4,Granulosa_sq_Fetal,"Granulosa of primordial follicle quiescent, fetal",3928,celltype_GarciaAlonso2022,Mesenchymal_GATA2,1,3548,42064,0.0003,0.0
L4,Granulosa_sq_Fetal,"Granulosa of primordial follicle quiescent, fetal",3928,celltype_GarciaAlonso2022,PV,1,3548,9621,0.0003,0.0001
L4,Granulosa_sq_Fetal,"Granulosa of primordial follicle quiescent, fetal",3928,celltype_Lardenois2026,Pre_granulosa,82,82,22112,1.0,0.0037
L4,Granulosa_sq_Fetal,"Granulosa of primordial follicle quiescent, fetal",3928,celltype_OvarySanger2026,preGranulosa_II_Fetal,2943,3060,18524,0.9618,0.1589
L4,Granulosa_sq_Fetal,"Granulosa of primordial follicle quiescent, fetal",3928,celltype_OvarySanger2026,preGranulosa_I_Fetal,59,3060,5506,0.0193,0.0107
L4,Granulosa_sq_Fetal,"Granulosa of primordial follicle quiescent, fetal",3928,celltype_OvarySanger2026,Granulosa_sq,25,3060,5793,0.0082,0.0043
L4,Granulosa_sq_Fetal,"Granulosa of primordial follicle quiescent, fetal",3928,celltype_OvarySanger2026,Granulosa_AMH_atr,10,3060,2721,0.0033,0.0037
L4,Granulosa_sq_Fetal,"Granulosa of primordial follicle quiescent, fetal",3928,celltype_OvarySanger2026,Granulosa_sq_atr,9,3060,2839,0.0029,0.0032
L4,Granulosa_sq_Fetal,"Granulosa of primordial follicle quiescent, fetal",3928,celltype_OvarySanger2026,OSE_Fetal,9,3060,4369,0.0029,0.0021
L4,Granulosa_sq_Fetal,"Granulosa of primordial follicle quiescent, fetal",3928,celltype_OvarySanger2026,Stroma_Fetal,2,3060,15369,0.0007,0.0001
L4,Granulosa_sq_Fetal,"Granulosa of primordial follicle quiescent, fetal",3928,celltype_OvarySanger2026,Fallopian_SMCs_Fetal,1,3060,2339,0.0003,0.0004
L4,Granulosa_sq_Fetal,"Granulosa of primordial follicle quiescent, fetal",3928,celltype_OvarySanger2026,Granulosa_AMH_cycling,1,3060,5506,0.0003,0.0002
L4,Granulosa_sq_Fetal,"Granulosa of primordial follicle quiescent, fetal",3928,celltype_OvarySanger2026,RepTract_prePV_Fetal,1,3060,5285,0.0003,0.0002
L4,Immune_ASDC,Plasmacytoid DC AXL+ SIGLEC6+,69,celltype_OvarySanger2026,Immune_Dendritic,1,1,163,1.0,0.0061
L4,Immune_ASDC,Plasmacytoid DC AXL+ SIGLEC6+,69,celltype_Weigert2025,macrophage,1,1,5151,1.0,0.0002
L4,Immune_BasoEosino,Basophils and eosinophils,40,celltype_Ulrich2022,mast cell,9,9,1355,1.0,0.0066
L4,Immune_BasoEosino,Basophils and eosinophils,40,celltype_Ulrich2024,Res-Mem-T,1,1,58,1.0,0.0172
L4,Immune_BasoEosino,Basophils and eosinophils,40,celltype_Weigert2025,mast cell,1,1,592,1.0,0.0017
L4,Immune_CD4_NaiveT,CD4+ naive T,6169,celltype_GarciaAlonso2021,Lymphoid,30,30,1281,1.0,0.0234
L4,Immune_CD4_NaiveT,CD4+ naive T,6169,celltype_GarciaAlonso2022,Immune,33,33,1802,1.0,0.0183
L4,Immune_CD4_NaiveT,CD4+ naive T,6169,celltype_HECA,Immune_Lymphoid,118,118,17740,1.0,0.0067
