labelset,cell_label,cell_fullname,n_cells,source,source_label,cell_count,partitioned,source_label_total,purity,coverage
L4,Immune_uNK3,Uterine NK CD56hi CD16lo CD160hi,10688,celltype_Ulrich2024,TMEM-CD8,17,1551,1575,0.011,0.0108
L4,Immune_uNK3,Uterine NK CD56hi CD16lo CD160hi,10688,celltype_Ulrich2024,Mast,4,1551,569,0.0026,0.007
L4,Immune_uNK3,Uterine NK CD56hi CD16lo CD160hi,10688,celltype_Ulrich2024,Fibrocytes,2,1551,46,0.0013,0.0435
L4,Immune_uNK3,Uterine NK CD56hi CD16lo CD160hi,10688,celltype_Ulrich2024,TMEM-CD4,2,1551,1103,0.0013,0.0018
L4,Immune_uNK3,Uterine NK CD56hi CD16lo CD160hi,10688,celltype_Ulrich2024,Macrophage,1,1551,2630,0.0006,0.0004
L4,Immune_uNK3,Uterine NK CD56hi CD16lo CD160hi,10688,celltype_Ulrich2024,RUNX3+_Fibroblast,1,1551,23,0.0006,0.0435
L4,Immune_uNK3,Uterine NK CD56hi CD16lo CD160hi,10688,celltype_Weigert2025,lymphocyte,745,746,11837,0.9987,0.0629
L4,Immune_uNK3,Uterine NK CD56hi CD16lo CD160hi,10688,celltype_Weigert2025,stromal cell,1,746,51072,0.0013,0.0
L4,Immune_uftLAM,Uterine and fallopian tube lipid-associated macrophages,2760,celltype_GarciaAlonso2021,Myeloid,14,14,561,1.0,0.025
L4,Immune_uftLAM,Uterine and fallopian tube lipid-associated macrophages,2760,celltype_GarciaAlonso2022,Immune,18,18,1802,1.0,0.01
L4,Immune_uftLAM,Uterine and fallopian tube lipid-associated macrophages,2760,celltype_HECA,Immune_Myeloid,33,33,2097,1.0,0.0157
L4,Immune_uftLAM,Uterine and fallopian tube lipid-associated macrophages,2760,celltype_Lardenois2026,Immune,1,1,461,1.0,0.0022
L4,Immune_uftLAM,Uterine and fallopian tube lipid-associated macrophages,2760,celltype_Lorenzi2025,Immune,138,138,2126,1.0,0.0649
L4,Immune_uftLAM,Uterine and fallopian tube lipid-associated macrophages,2760,celltype_OvarySanger2026,Immune_oLAMs_SPP1,8,14,266,0.5714,0.0301
L4,Immune_uftLAM,Uterine and fallopian tube lipid-associated macrophages,2760,celltype_OvarySanger2026,Immune_Mac_Fetal,3,14,310,0.2143,0.0097
L4,Immune_uftLAM,Uterine and fallopian tube lipid-associated macrophages,2760,celltype_OvarySanger2026,Immune_Monocyte,3,14,325,0.2143,0.0092
L4,Immune_uftLAM,Uterine and fallopian tube lipid-associated macrophages,2760,celltype_Ulrich2022,macrophage,110,110,3103,1.0,0.0354
L4,Immune_uftLAM,Uterine and fallopian tube lipid-associated macrophages,2760,celltype_Ulrich2024,Macrophage,94,94,2630,1.0,0.0357
L4,Immune_uftLAM,Uterine and fallopian tube lipid-associated macrophages,2760,celltype_Weigert2025,macrophage,841,841,5151,1.0,0.1633
L4,Immune_γδT_Vγ9Vδ2,Vγ9/Vδ2+ γδT,781,celltype_GarciaAlonso2022,Immune,16,16,1802,1.0,0.0089
L4,Immune_γδT_Vγ9Vδ2,Vγ9/Vδ2+ γδT,781,celltype_HECA,Immune_Lymphoid,9,9,17740,1.0,0.0005
L4,Immune_γδT_Vγ9Vδ2,Vγ9/Vδ2+ γδT,781,celltype_Lardenois2026,Immune,12,12,461,1.0,0.026
L4,Immune_γδT_Vγ9Vδ2,Vγ9/Vδ2+ γδT,781,celltype_Lorenzi2025,Immune,8,8,2126,1.0,0.0038
L4,Immune_γδT_Vγ9Vδ2,Vγ9/Vδ2+ γδT,781,celltype_OvarySanger2026,Immune_NK_CD16-,11,16,137,0.6875,0.0803
L4,Immune_γδT_Vγ9Vδ2,Vγ9/Vδ2+ γδT,781,celltype_OvarySanger2026,Immune_Tem/Trm_CD8,5,16,951,0.3125,0.0053
L4,Immune_γδT_Vγ9Vδ2,Vγ9/Vδ2+ γδT,781,celltype_Ulrich2022,mature NK T cell,3,3,5002,1.0,0.0006
L4,Immune_γδT_Vγ9Vδ2,Vγ9/Vδ2+ γδT,781,celltype_Ulrich2024,TMEM-CD8,3,5,1575,0.6,0.0019
L4,Immune_γδT_Vγ9Vδ2,Vγ9/Vδ2+ γδT,781,celltype_Ulrich2024,NK-cells,2,5,4506,0.4,0.0004
L4,Immune_γδT_Vγ9Vδ2,Vγ9/Vδ2+ γδT,781,celltype_Weigert2025,lymphocyte,9,9,11837,1.0,0.0008
L3,Mesen_AdvFibs,Adventitial fibroblasts,19,celltype_GarciaAlonso2021,Fibroblast C7,3,4,678,0.75,0.0044
L3,Mesen_AdvFibs,Adventitial fibroblasts,19,celltype_GarciaAlonso2021,dS,1,4,21021,0.25,0.0
L3,Mesen_AdvFibs,Adventitial fibroblasts,19,celltype_HECA,dStromal_mid,3,3,21067,1.0,0.0001
L3,Mesen_AdvFibs,Adventitial fibroblasts,19,celltype_Ulrich2024,C7-Fibroblast,2,4,1120,0.5,0.0018
L3,Mesen_AdvFibs,Adventitial fibroblasts,19,celltype_Ulrich2024,uSMC,1,4,7719,0.25,0.0001
L3,Mesen_AdvFibs,Adventitial fibroblasts,19,celltype_Ulrich2024,dS2,1,4,23111,0.25,0.0
L4,Mesen_AdvFibsIntr,Transitioning adventitial fibroblasts,33795,celltype_GarciaAlonso2021,Fibroblast C7,546,613,678,0.8907,0.8053
L4,Mesen_AdvFibsIntr,Transitioning adventitial fibroblasts,33795,celltype_GarciaAlonso2021,dS,28,613,21021,0.0457,0.0013
L4,Mesen_AdvFibsIntr,Transitioning adventitial fibroblasts,33795,celltype_GarciaAlonso2021,uSMC,22,613,3915,0.0359,0.0056
L4,Mesen_AdvFibsIntr,Transitioning adventitial fibroblasts,33795,celltype_GarciaAlonso2021,PV STEAP4,12,613,2680,0.0196,0.0045
L4,Mesen_AdvFibsIntr,Transitioning adventitial fibroblasts,33795,celltype_GarciaAlonso2021,eS,3,613,12569,0.0049,0.0002
L4,Mesen_AdvFibsIntr,Transitioning adventitial fibroblasts,33795,celltype_GarciaAlonso2021,Other,2,613,2101,0.0033,0.001
L4,Mesen_AdvFibsIntr,Transitioning adventitial fibroblasts,33795,celltype_HECA,dStromal_mid,43,161,21067,0.2671,0.002
L4,Mesen_AdvFibsIntr,Transitioning adventitial fibroblasts,33795,celltype_HECA,uSMCs,39,161,957,0.2422,0.0408
L4,Mesen_AdvFibsIntr,Transitioning adventitial fibroblasts,33795,celltype_HECA,Fibroblast_basalis,30,161,45,0.1863,0.6667
L4,Mesen_AdvFibsIntr,Transitioning adventitial fibroblasts,33795,celltype_HECA,eStromal,27,161,35132,0.1677,0.0008
L4,Mesen_AdvFibsIntr,Transitioning adventitial fibroblasts,33795,celltype_HECA,ePV_2,14,161,3651,0.087,0.0038
L4,Mesen_AdvFibsIntr,Transitioning adventitial fibroblasts,33795,celltype_HECA,dStromal_early,3,161,5517,0.0186,0.0005
L4,Mesen_AdvFibsIntr,Transitioning adventitial fibroblasts,33795,celltype_HECA,dStromal_late,2,161,2415,0.0124,0.0008
L4,Mesen_AdvFibsIntr,Transitioning adventitial fibroblasts,33795,celltype_HECA,mPV,2,161,478,0.0124,0.0042
L4,Mesen_AdvFibsIntr,Transitioning adventitial fibroblasts,33795,celltype_HECA,Immune_Myeloid,1,161,2097,0.0062,0.0005
L4,Mesen_AdvFibsIntr,Transitioning adventitial fibroblasts,33795,celltype_OvarySanger2026,FibC3,4147,5068,5463,0.8183,0.7591
L4,Mesen_AdvFibsIntr,Transitioning adventitial fibroblasts,33795,celltype_OvarySanger2026,Stroma_InnCor,609,5068,75307,0.1202,0.0081
L4,Mesen_AdvFibsIntr,Transitioning adventitial fibroblasts,33795,celltype_OvarySanger2026,PV_Fibroblast,74,5068,1060,0.0146,0.0698
L4,Mesen_AdvFibsIntr,Transitioning adventitial fibroblasts,33795,celltype_OvarySanger2026,Stroma_Perifoll_InnCor,71,5068,26620,0.014,0.0027
L4,Mesen_AdvFibsIntr,Transitioning adventitial fibroblasts,33795,celltype_OvarySanger2026,Stroma_OutCor_Foll,51,5068,30653,0.0101,0.0017
L4,Mesen_AdvFibsIntr,Transitioning adventitial fibroblasts,33795,celltype_OvarySanger2026,Stroma_Medulla,31,5068,9919,0.0061,0.0031
L4,Mesen_AdvFibsIntr,Transitioning adventitial fibroblasts,33795,celltype_OvarySanger2026,PV_Fetal,23,5068,3555,0.0045,0.0065
L4,Mesen_AdvFibsIntr,Transitioning adventitial fibroblasts,33795,celltype_OvarySanger2026,PV_SMC_Arterial,20,5068,31802,0.0039,0.0006
L4,Mesen_AdvFibsIntr,Transitioning adventitial fibroblasts,33795,celltype_OvarySanger2026,Stroma_Perifoll_OutCor,11,5068,4095,0.0022,0.0027
L4,Mesen_AdvFibsIntr,Transitioning adventitial fibroblasts,33795,celltype_OvarySanger2026,Theca_3structural_HedgLow,10,5068,4414,0.002,0.0023
L4,Mesen_AdvFibsIntr,Transitioning adventitial fibroblasts,33795,celltype_OvarySanger2026,Theca_1perifollicular,7,5068,2568,0.0014,0.0027
L4,Mesen_AdvFibsIntr,Transitioning adventitial fibroblasts,33795,celltype_OvarySanger2026,PV_Capillary_Pericytes,3,5068,4680,0.0006,0.0006
L4,Mesen_AdvFibsIntr,Transitioning adventitial fibroblasts,33795,celltype_OvarySanger2026,Stroma_OutCor,3,5068,2898,0.0006,0.001
L4,Mesen_AdvFibsIntr,Transitioning adventitial fibroblasts,33795,celltype_OvarySanger2026,Stroma_HOXA9,2,5068,45,0.0004,0.0444
L4,Mesen_AdvFibsIntr,Transitioning adventitial fibroblasts,33795,celltype_OvarySanger2026,Theca_3structural,2,5068,2702,0.0004,0.0007
L4,Mesen_AdvFibsIntr,Transitioning adventitial fibroblasts,33795,celltype_OvarySanger2026,FibC3_other,1,5068,4,0.0002,0.25
L4,Mesen_AdvFibsIntr,Transitioning adventitial fibroblasts,33795,celltype_OvarySanger2026,Neural_Glia_Adult,1,5068,650,0.0002,0.0015
L4,Mesen_AdvFibsIntr,Transitioning adventitial fibroblasts,33795,celltype_OvarySanger2026,Theca_1perifollicular_cycling,1,5068,1367,0.0002,0.0007
L4,Mesen_AdvFibsIntr,Transitioning adventitial fibroblasts,33795,celltype_OvarySanger2026,Theca_2androgenic_pre,1,5068,640,0.0002,0.0016
L4,Mesen_AdvFibsIntr,Transitioning adventitial fibroblasts,33795,celltype_Ulrich2022,fibroblast,1010,1034,4969,0.9768,0.2033
L4,Mesen_AdvFibsIntr,Transitioning adventitial fibroblasts,33795,celltype_Ulrich2022,myofibroblast cell,22,1034,9937,0.0213,0.0022
L4,Mesen_AdvFibsIntr,Transitioning adventitial fibroblasts,33795,celltype_Ulrich2022,macrophage,1,1034,3103,0.001,0.0003
L4,Mesen_AdvFibsIntr,Transitioning adventitial fibroblasts,33795,celltype_Ulrich2022,mast cell,1,1034,1355,0.001,0.0007
L4,Mesen_AdvFibsIntr,Transitioning adventitial fibroblasts,33795,celltype_Ulrich2024,dS2,978,2244,23111,0.4358,0.0423
L4,Mesen_AdvFibsIntr,Transitioning adventitial fibroblasts,33795,celltype_Ulrich2024,C7-Fibroblast,832,2244,1120,0.3708,0.7429
L4,Mesen_AdvFibsIntr,Transitioning adventitial fibroblasts,33795,celltype_Ulrich2024,dS3,312,2244,15871,0.139,0.0197
L4,Mesen_AdvFibsIntr,Transitioning adventitial fibroblasts,33795,celltype_Ulrich2024,PV-MYH11_CDKN1A+,73,2244,10659,0.0325,0.0068
L4,Mesen_AdvFibsIntr,Transitioning adventitial fibroblasts,33795,celltype_Ulrich2024,uSMC,17,2244,7719,0.0076,0.0022
L4,Mesen_AdvFibsIntr,Transitioning adventitial fibroblasts,33795,celltype_Ulrich2024,PV-STEAP4,16,2244,3531,0.0071,0.0045
L4,Mesen_AdvFibsIntr,Transitioning adventitial fibroblasts,33795,celltype_Ulrich2024,Tissue-resident-vascular-progenitor,6,2244,203,0.0027,0.0296
L4,Mesen_AdvFibsIntr,Transitioning adventitial fibroblasts,33795,celltype_Ulrich2024,eS-proliferative,6,2244,1386,0.0027,0.0043
L4,Mesen_AdvFibsIntr,Transitioning adventitial fibroblasts,33795,celltype_Ulrich2024,dS1,3,2244,2595,0.0013,0.0012
L4,Mesen_AdvFibsIntr,Transitioning adventitial fibroblasts,33795,celltype_Ulrich2024,PV-MYH11_CDKN1A-,1,2244,6396,0.0004,0.0002
L4,Mesen_AdvFibsIntr,Transitioning adventitial fibroblasts,33795,celltype_Weigert2025,stromal cell,2828,2837,51072,0.9968,0.0554
L4,Mesen_AdvFibsIntr,Transitioning adventitial fibroblasts,33795,celltype_Weigert2025,perivascular cell,4,2837,8542,0.0014,0.0005
L4,Mesen_AdvFibsIntr,Transitioning adventitial fibroblasts,33795,celltype_Weigert2025,smooth muscle cell,3,2837,3306,0.0011,0.0009
L4,Mesen_AdvFibsIntr,Transitioning adventitial fibroblasts,33795,celltype_Weigert2025,fallopian tube secretory epithelial cell,1,2837,3364,0.0004,0.0003
L4,Mesen_AdvFibsIntr,Transitioning adventitial fibroblasts,33795,celltype_Weigert2025,peg cell,1,2837,4600,0.0004,0.0002
L4,Mesen_AdvFibs_PI16hi,Adventitial fibroblasts PI16 high,3032,celltype_GarciaAlonso2021,Fibroblast C7,5,5,678,1.0,0.0074
L4,Mesen_AdvFibs_PI16hi,Adventitial fibroblasts PI16 high,3032,celltype_OvarySanger2026,FibC3,2,2,5463,1.0,0.0004
L4,Mesen_AdvFibs_PI16hi,Adventitial fibroblasts PI16 high,3032,celltype_Ulrich2022,fibroblast,264,265,4969,0.9962,0.0531
L4,Mesen_AdvFibs_PI16hi,Adventitial fibroblasts PI16 high,3032,celltype_Ulrich2022,blood vessel endothelial cell,1,265,3418,0.0038,0.0003
L4,Mesen_AdvFibs_PI16hi,Adventitial fibroblasts PI16 high,3032,celltype_Ulrich2024,dS2,4,10,23111,0.4,0.0002
L4,Mesen_AdvFibs_PI16hi,Adventitial fibroblasts PI16 high,3032,celltype_Ulrich2024,dS3,4,10,15871,0.4,0.0003
L4,Mesen_AdvFibs_PI16hi,Adventitial fibroblasts PI16 high,3032,celltype_Ulrich2024,C7-Fibroblast,2,10,1120,0.2,0.0018
L4,Mesen_AdvFibs_PI16hi,Adventitial fibroblasts PI16 high,3032,celltype_Weigert2025,stromal cell,1693,1698,51072,0.9971,0.0331
L4,Mesen_AdvFibs_PI16hi,Adventitial fibroblasts PI16 high,3032,celltype_Weigert2025,fallopian tube secretory epithelial cell,2,1698,3364,0.0012,0.0006
L4,Mesen_AdvFibs_PI16hi,Adventitial fibroblasts PI16 high,3032,celltype_Weigert2025,perivascular cell,2,1698,8542,0.0012,0.0002
L4,Mesen_AdvFibs_PI16hi,Adventitial fibroblasts PI16 high,3032,celltype_Weigert2025,lymphocyte,1,1698,11837,0.0006,0.0001
L4,Mesen_AdvFibs_PI16low,Adventitial fibroblasts PI16 low,18360,celltype_GarciaAlonso2021,Fibroblast C7,7,8,678,0.875,0.0103
L4,Mesen_AdvFibs_PI16low,Adventitial fibroblasts PI16 low,18360,celltype_GarciaAlonso2021,PV MYH11,1,8,2977,0.125,0.0003
L4,Mesen_AdvFibs_PI16low,Adventitial fibroblasts PI16 low,18360,celltype_HECA,ePV_2,4,4,3651,1.0,0.0011
L4,Mesen_AdvFibs_PI16low,Adventitial fibroblasts PI16 low,18360,celltype_OvarySanger2026,FibC3,330,334,5463,0.988,0.0604
L4,Mesen_AdvFibs_PI16low,Adventitial fibroblasts PI16 low,18360,celltype_OvarySanger2026,Stroma_InnCor,2,334,75307,0.006,0.0
L4,Mesen_AdvFibs_PI16low,Adventitial fibroblasts PI16 low,18360,celltype_OvarySanger2026,PV_Fetal,1,334,3555,0.003,0.0003
L4,Mesen_AdvFibs_PI16low,Adventitial fibroblasts PI16 low,18360,celltype_OvarySanger2026,Stroma_Medulla,1,334,9919,0.003,0.0001
L4,Mesen_AdvFibs_PI16low,Adventitial fibroblasts PI16 low,18360,celltype_Ulrich2022,fibroblast,2115,2206,4969,0.9587,0.4256
L4,Mesen_AdvFibs_PI16low,Adventitial fibroblasts PI16 low,18360,celltype_Ulrich2022,myofibroblast cell,86,2206,9937,0.039,0.0087
L4,Mesen_AdvFibs_PI16low,Adventitial fibroblasts PI16 low,18360,celltype_Ulrich2022,smooth muscle cell,3,2206,3500,0.0014,0.0009
L4,Mesen_AdvFibs_PI16low,Adventitial fibroblasts PI16 low,18360,celltype_Ulrich2022,blood vessel endothelial cell,1,2206,3418,0.0005,0.0003
L4,Mesen_AdvFibs_PI16low,Adventitial fibroblasts PI16 low,18360,celltype_Ulrich2022,secretory cell,1,2206,11019,0.0005,0.0001
L4,Mesen_AdvFibs_PI16low,Adventitial fibroblasts PI16 low,18360,celltype_Ulrich2024,dS2,27,61,23111,0.4426,0.0012
L4,Mesen_AdvFibs_PI16low,Adventitial fibroblasts PI16 low,18360,celltype_Ulrich2024,dS3,14,61,15871,0.2295,0.0009
L4,Mesen_AdvFibs_PI16low,Adventitial fibroblasts PI16 low,18360,celltype_Ulrich2024,C7-Fibroblast,13,61,1120,0.2131,0.0116
L4,Mesen_AdvFibs_PI16low,Adventitial fibroblasts PI16 low,18360,celltype_Ulrich2024,PV-MYH11_CDKN1A+,3,61,10659,0.0492,0.0003
L4,Mesen_AdvFibs_PI16low,Adventitial fibroblasts PI16 low,18360,celltype_Ulrich2024,PV-STEAP4,3,61,3531,0.0492,0.0008
L4,Mesen_AdvFibs_PI16low,Adventitial fibroblasts PI16 low,18360,celltype_Ulrich2024,PV-MYH11_CDKN1A-,1,61,6396,0.0164,0.0002
L4,Mesen_AdvFibs_PI16low,Adventitial fibroblasts PI16 low,18360,celltype_Weigert2025,stromal cell,4740,4752,51072,0.9975,0.0928
L4,Mesen_AdvFibs_PI16low,Adventitial fibroblasts PI16 low,18360,celltype_Weigert2025,perivascular cell,6,4752,8542,0.0013,0.0007
L4,Mesen_AdvFibs_PI16low,Adventitial fibroblasts PI16 low,18360,celltype_Weigert2025,smooth muscle cell,3,4752,3306,0.0006,0.0009
L4,Mesen_AdvFibs_PI16low,Adventitial fibroblasts PI16 low,18360,celltype_Weigert2025,fallopian tube secretory epithelial cell,2,4752,3364,0.0004,0.0006
L4,Mesen_AdvFibs_PI16low,Adventitial fibroblasts PI16 low,18360,celltype_Weigert2025,peg cell,1,4752,4600,0.0002,0.0002
L4,Mesen_CervixFib_Fetal,Fetal cervical fibroblast,11916,celltype_GarciaAlonso2022,Mesenchymal_GATA2,23,25,42064,0.92,0.0005
L4,Mesen_CervixFib_Fetal,Fetal cervical fibroblast,11916,celltype_GarciaAlonso2022,SMCs,2,25,2910,0.08,0.0007
L4,Mesen_CervixFib_Fetal,Fetal cervical fibroblast,11916,celltype_Lorenzi2025,Cervix/Vagina Lig,5640,11900,7698,0.4739,0.7327
L4,Mesen_CervixFib_Fetal,Fetal cervical fibroblast,11916,celltype_Lorenzi2025,Cervix Mese,3377,11900,8232,0.2838,0.4102
L4,Mesen_CervixFib_Fetal,Fetal cervical fibroblast,11916,celltype_Lorenzi2025,Cervix/Upper Vagina SmMu,880,11900,11093,0.0739,0.0793
L4,Mesen_CervixFib_Fetal,Fetal cervical fibroblast,11916,celltype_Lorenzi2025,Uterus Lig,587,11900,10625,0.0493,0.0552
L4,Mesen_CervixFib_Fetal,Fetal cervical fibroblast,11916,celltype_Lorenzi2025,Upper Vagina Mese,310,11900,7172,0.0261,0.0432
L4,Mesen_CervixFib_Fetal,Fetal cervical fibroblast,11916,celltype_Lorenzi2025,Uterus Mese,247,11900,29149,0.0208,0.0085
L4,Mesen_CervixFib_Fetal,Fetal cervical fibroblast,11916,celltype_Lorenzi2025,Lower Vagina Mese,207,11900,3228,0.0174,0.0641
L4,Mesen_CervixFib_Fetal,Fetal cervical fibroblast,11916,celltype_Lorenzi2025,Uterus SmMu,167,11900,7029,0.014,0.0238
L4,Mesen_CervixFib_Fetal,Fetal cervical fibroblast,11916,celltype_Lorenzi2025,Urogenital Sinus Lig,152,11900,5172,0.0128,0.0294
L4,Mesen_CervixFib_Fetal,Fetal cervical fibroblast,11916,celltype_Lorenzi2025,Pre-Perivascular,149,11900,3970,0.0125,0.0375
L4,Mesen_CervixFib_Fetal,Fetal cervical fibroblast,11916,celltype_Lorenzi2025,Fallopian Mese,62,11900,29799,0.0052,0.0021
L4,Mesen_CervixFib_Fetal,Fetal cervical fibroblast,11916,celltype_Lorenzi2025,Fallopian Lig,34,11900,17659,0.0029,0.0019
L4,Mesen_CervixFib_Fetal,Fetal cervical fibroblast,11916,celltype_Lorenzi2025,Upper Urogenital Sinus Mese,25,11900,2667,0.0021,0.0094
L4,Mesen_CervixFib_Fetal,Fetal cervical fibroblast,11916,celltype_Lorenzi2025,Epoophron Mese,21,11900,12245,0.0018,0.0017
L4,Mesen_CervixFib_Fetal,Fetal cervical fibroblast,11916,celltype_Lorenzi2025,Perivascular,13,11900,13206,0.0011,0.001
L4,Mesen_CervixFib_Fetal,Fetal cervical fibroblast,11916,celltype_Lorenzi2025,Corpus Cavernosum,7,11900,9075,0.0006,0.0008
L4,Mesen_CervixFib_Fetal,Fetal cervical fibroblast,11916,celltype_Lorenzi2025,Lower Urogenital Sinus Mese,6,11900,6828,0.0005,0.0009
L4,Mesen_CervixFib_Fetal,Fetal cervical fibroblast,11916,celltype_Lorenzi2025,Glans,5,11900,5648,0.0004,0.0009
L4,Mesen_CervixFib_Fetal,Fetal cervical fibroblast,11916,celltype_Lorenzi2025,Wolffian/Mesonephros Lig,4,11900,614,0.0003,0.0065
L4,Mesen_CervixFib_Fetal,Fetal cervical fibroblast,11916,celltype_Lorenzi2025,Vas Deferens Mese,3,11900,1966,0.0003,0.0015
L4,Mesen_CervixFib_Fetal,Fetal cervical fibroblast,11916,celltype_Lorenzi2025,Preputial Lamina Epi,2,11900,2666,0.0002,0.0008
L4,Mesen_CervixFib_Fetal,Fetal cervical fibroblast,11916,celltype_Lorenzi2025,Fallopian Epi,1,11900,7650,0.0001,0.0001
L4,Mesen_CervixFib_Fetal,Fetal cervical fibroblast,11916,celltype_Lorenzi2025,Fallopian SmMu,1,11900,5499,0.0001,0.0002
L4,Mesen_CervixFib_Fetal,Fetal cervical fibroblast,11916,celltype_OvarySanger2026,Epoophon_mesen_Fetal,3,5,4579,0.6,0.0007
L4,Mesen_CervixFib_Fetal,Fetal cervical fibroblast,11916,celltype_OvarySanger2026,Fallopian_SMCs_Fetal,1,5,2339,0.2,0.0004
L4,Mesen_CervixFib_Fetal,Fetal cervical fibroblast,11916,celltype_OvarySanger2026,Fallopian_mesen_Fetal,1,5,7774,0.2,0.0001
L4,Mesen_CervixVaginaSMCs_Fetal,Fetal cervicovaginal smooth muscle,11569,celltype_GarciaAlonso2022,SMCs,8,13,2910,0.6154,0.0027
L4,Mesen_CervixVaginaSMCs_Fetal,Fetal cervicovaginal smooth muscle,11569,celltype_GarciaAlonso2022,Mesenchymal_GATA2,3,13,42064,0.2308,0.0001
L4,Mesen_CervixVaginaSMCs_Fetal,Fetal cervicovaginal smooth muscle,11569,celltype_GarciaAlonso2022,Endothelial,1,13,6280,0.0769,0.0002
L4,Mesen_CervixVaginaSMCs_Fetal,Fetal cervicovaginal smooth muscle,11569,celltype_GarciaAlonso2022,PV,1,13,9621,0.0769,0.0001
L4,Mesen_CervixVaginaSMCs_Fetal,Fetal cervicovaginal smooth muscle,11569,celltype_Lorenzi2025,Cervix/Upper Vagina SmMu,9365,11552,11093,0.8107,0.8442
L4,Mesen_CervixVaginaSMCs_Fetal,Fetal cervicovaginal smooth muscle,11569,celltype_Lorenzi2025,Uterus SmMu,1219,11552,7029,0.1055,0.1734
L4,Mesen_CervixVaginaSMCs_Fetal,Fetal cervicovaginal smooth muscle,11569,celltype_Lorenzi2025,Uterus Mese,560,11552,29149,0.0485,0.0192
L4,Mesen_CervixVaginaSMCs_Fetal,Fetal cervicovaginal smooth muscle,11569,celltype_Lorenzi2025,Cervix Mese,181,11552,8232,0.0157,0.022
L4,Mesen_CervixVaginaSMCs_Fetal,Fetal cervicovaginal smooth muscle,11569,celltype_Lorenzi2025,Cervix/Vagina Lig,124,11552,7698,0.0107,0.0161
L4,Mesen_CervixVaginaSMCs_Fetal,Fetal cervicovaginal smooth muscle,11569,celltype_Lorenzi2025,Uterus Lig,19,11552,10625,0.0016,0.0018
L4,Mesen_CervixVaginaSMCs_Fetal,Fetal cervicovaginal smooth muscle,11569,celltype_Lorenzi2025,Perivascular,15,11552,13206,0.0013,0.0011
L4,Mesen_CervixVaginaSMCs_Fetal,Fetal cervicovaginal smooth muscle,11569,celltype_Lorenzi2025,Upper Vagina Mese,10,11552,7172,0.0009,0.0014
L4,Mesen_CervixVaginaSMCs_Fetal,Fetal cervicovaginal smooth muscle,11569,celltype_Lorenzi2025,Fallopian Lig,8,11552,17659,0.0007,0.0005
L4,Mesen_CervixVaginaSMCs_Fetal,Fetal cervicovaginal smooth muscle,11569,celltype_Lorenzi2025,Fallopian SmMu,7,11552,5499,0.0006,0.0013
L4,Mesen_CervixVaginaSMCs_Fetal,Fetal cervicovaginal smooth muscle,11569,celltype_Lorenzi2025,Fallopian Mese,6,11552,29799,0.0005,0.0002
L4,Mesen_CervixVaginaSMCs_Fetal,Fetal cervicovaginal smooth muscle,11569,celltype_Lorenzi2025,Lower Vagina SmMu,6,11552,1405,0.0005,0.0043
L4,Mesen_CervixVaginaSMCs_Fetal,Fetal cervicovaginal smooth muscle,11569,celltype_Lorenzi2025,Pre-Perivascular,6,11552,3970,0.0005,0.0015
L4,Mesen_CervixVaginaSMCs_Fetal,Fetal cervicovaginal smooth muscle,11569,celltype_Lorenzi2025,Lower Vagina Mese,5,11552,3228,0.0004,0.0015
L4,Mesen_CervixVaginaSMCs_Fetal,Fetal cervicovaginal smooth muscle,11569,celltype_Lorenzi2025,Corpus Spongiosum,3,11552,6065,0.0003,0.0005
L4,Mesen_CervixVaginaSMCs_Fetal,Fetal cervicovaginal smooth muscle,11569,celltype_Lorenzi2025,Fallopian Epi,3,11552,7650,0.0003,0.0004
L4,Mesen_CervixVaginaSMCs_Fetal,Fetal cervicovaginal smooth muscle,11569,celltype_Lorenzi2025,Corpus Cavernosum,2,11552,9075,0.0002,0.0002
L4,Mesen_CervixVaginaSMCs_Fetal,Fetal cervicovaginal smooth muscle,11569,celltype_Lorenzi2025,Glans,2,11552,5648,0.0002,0.0004
L4,Mesen_CervixVaginaSMCs_Fetal,Fetal cervicovaginal smooth muscle,11569,celltype_Lorenzi2025,Immune,2,11552,2126,0.0002,0.0009
L4,Mesen_CervixVaginaSMCs_Fetal,Fetal cervicovaginal smooth muscle,11569,celltype_Lorenzi2025,Lower Urogenital Sinus Mese,2,11552,6828,0.0002,0.0003
L4,Mesen_CervixVaginaSMCs_Fetal,Fetal cervicovaginal smooth muscle,11569,celltype_Lorenzi2025,Schwann,2,11552,7553,0.0002,0.0003
L4,Mesen_CervixVaginaSMCs_Fetal,Fetal cervicovaginal smooth muscle,11569,celltype_Lorenzi2025,Urogenital Sinus SmMu,2,11552,187,0.0002,0.0107
L4,Mesen_CervixVaginaSMCs_Fetal,Fetal cervicovaginal smooth muscle,11569,celltype_Lorenzi2025,Preputial Lamina Epi,1,11552,2666,0.0001,0.0004
L4,Mesen_CervixVaginaSMCs_Fetal,Fetal cervicovaginal smooth muscle,11569,celltype_Lorenzi2025,Upper Urogenital Sinus Mese,1,11552,2667,0.0001,0.0004
L4,Mesen_CervixVaginaSMCs_Fetal,Fetal cervicovaginal smooth muscle,11569,celltype_Lorenzi2025,Urogenital Sinus Lig,1,11552,5172,0.0001,0.0002
L4,Mesen_CervixVaginaSMCs_Fetal,Fetal cervicovaginal smooth muscle,11569,celltype_OvarySanger2026,Fallopian_SMCs_Fetal,5,9,2339,0.5556,0.0021
